BeerID,Name,Style,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,BrewMethod,,Difference_Size
47622,SubHoptimAle,Irish Cream Ale,117.55,1.0671,1.0127,5.82,34.34,3.12,140.61,90,1.0391,75,All Grain,,23.06
47745,G2D Irish Pale Ale ? 04.07.17,Irish Red Ale,117.57,1.0688,1.0153,5.4,22.71,9.23,140.65,90,1.0372,73,All Grain,,23.08
51949,Vienna lager,Irish Lager,117.58,1.0578,1.0081,5.3,22.72,9.92,140.65,90,1.0325,70,All Grain,,23.07
53605,Saison,Irish Pale Ale,117.59,1.0632,1.0083,5.91,24.55,3.5,140.68,60,1.036,70,All Grain,,23.09
54167,NOT Flat Tire,Irish Pale Ale,117.62,1.0436,1.0059,3.29,45.88,9.56,140.7,60,1.0189,70,BIAB,,23.08
54368,Cream of 3 Crops,Irish Cream Ale,117.64,1.0535,1.0077,4.45,13.3,2.69,140.72,60,1.0259,78,BIAB,,23.08
55042,Dry Irish Stout,Irish Dry Stout,117.65,1.0426,1.0085,2.7,41.97,36.18,140.75,60,1.0192,77,All Grain,,23.1
57865,Irish Red,Irish Red Ale,117.66,1.0513,1.013,3.16,27.99,14.77,140.76,60,1.0334,70,All Grain,,23.1
57973,Mexican Vienna,Irish Lager,117.77,1.0529,1.0111,3.71,45.67,3.98,140.84,60,1.033,82,BIAB,,23.07
63589,Guinnish,Irish Dry Stout,117.77,1.0573,1.0113,4.5,36.55,36.32,140.84,60,1.0288,82,All Grain,,23.08
64994,Irish Red Ale,Irish Red Ale,117.79,1.0474,1.0086,3.33,29.72,13.08,140.89,60,1.0201,77,All Grain,,23.11
71757,Crimson Confirmation,Irish Red Ale,117.79,1.0578,1.008,5.21,24.83,18.57,140.96,60,1.0325,68,BIAB,,23.17
73774,Imperial Adirondack Irish Cream Ale 4.0,Irish Cream Ale,117.79,1.0846,1.018,8.35,23.25,6.75,141.03,75,1.0594,75,All Grain,,23.24
16200,Irish Red (BIAB),Irish Red Ale,117.8,1.065,1.0143,4.88,20.19,22.15,141.07,80,1.048,76,BIAB,,23.27
17202,Irish Red Ale #9,Irish Red Ale,117.83,1.0565,1.0149,3.64,32.21,12.05,141.1,65,1.0321,78,All Grain,,23.27
26515,Soft Water Stout (Guinness-style),Irish Dry Stout,117.88,1.0472,1.0098,3.05,31.13,29.13,141.11,60,1.059,83,All Grain,,23.22
56426,Rousse,Irish Red Ale,117.91,1.0746,1.0156,6.35,19.02,16.3,141.29,60,1.0516,70,All Grain,,23.38
35787,Turdus Guinness,Irish Extra Stout,117.92,1.0717,1.0154,6.1,36.92,35.99,141.29,60,1.0446,70,All Grain,,23.37
28082,Belgian for Jim V1.3,Irish Pale Ale,117.94,1.0626,1.0115,5.24,18.35,11.69,141.3,90,1.0348,70,BIAB,,23.36
47993,Canadian Irish Cream Ale,Irish Cream Ale,117.95,1.0548,1.0089,4.49,31.86,6.27,141.3,60,1.0296,70,All Grain,,23.35
6398,03 Session Belgian Pale,Irish Pale Ale,118.02,1.0591,1.0103,4.84,24.79,7.27,141.31,90,1.0376,75,All Grain,,23.28
30740,CORUNDUM CONUNDROM (ruby),Irish Red Ale,118.08,1.0575,1.0103,4.76,22.22,15.79,141.37,60,1.0329,75,All Grain,,23.28
39015,Ashes against the grain,Irish Dry Stout,118.15,1.0501,1.0098,3.47,34.67,34.04,141.42,60,1.0298,72,All Grain,,23.27
41205,Stolen Irish Stout,Irish Dry Stout,118.17,1.0693,1.0137,5.97,31.68,42.38,141.44,60,1.0409,84,All Grain,,23.27
45230,Belgisk Blonde,Irish Pale Ale,118.19,1.0707,1.0137,6.2,21.82,8.06,141.46,90,1.0369,77,All Grain,,23.28
52989,Mayday morning,Irish Cream Ale,118.22,1.066,1.0106,5.95,21.54,6.1,141.49,60,1.0345,62,BIAB,,23.27
56780,Blonde ALE #6,Irish Pale Ale,118.23,1.0507,1.0073,3.85,33.2,3.41,141.52,90,1.0294,65,BIAB,,23.29
69873,Cream of 3 crops,Irish Cream Ale,118.25,1.0491,1.0073,3.78,14.98,3.63,141.53,60,1.028,83,All Grain,,23.28
5945,Has #4 - Macropus Rufus (Red IPA),Irish Red Ale,118.38,1.0706,1.0147,6.04,73.17,17.53,141.66,60,1.0372,64,BIAB,,23.28
45427,Vienna Lager,Irish Lager,118.42,1.0581,1.0131,4.19,25.4,13.13,141.8,80,1.0407,77,BIAB,,23.39
4480,Irish Cream Ale,Irish Cream Ale,118.45,1.0543,1.0101,4.1,15.94,2.98,141.85,60,1.0222,71,All Grain,,23.39
37845,Spotted Cow Clone,Irish Cream Ale,118.53,1.0551,1.013,3.73,34.32,5.07,141.85,60,1.0304,73,All Grain,,23.33
62972,Weed  Feed  and Mow,Irish Cream Ale,118.59,1.0595,1.0092,5.39,17.06,3.31,141.86,90,1.0283,62,All Grain,,23.27
31725,Vienna Lager,Irish Lager,118.64,1.0612,1.0082,5.72,24.57,9.34,141.95,90,1.0374,70,All Grain,,23.31
11877,461 Rainy Irish Red Ale,Irish Red Ale,118.75,1.0713,1.0176,5.54,27.48,15.19,141.99,60,1.0373,70,All Grain,,23.24
68691,Sawmill Stout,Irish Dry Stout,118.76,1.0487,1.011,3.23,41.97,42.53,142.09,70,1.0202,65,BIAB,,23.33
23439,Irish Cream Ale,Irish Cream Ale,118.8,1.057,1.0122,4.23,19.81,3.23,142.17,75,1.0303,70,All Grain,,23.36
3035,Fire Eggs,Irish Pale Ale,118.84,1.062,1.0133,4.71,29.98,8.94,142.19,60,1.0337,65,BIAB,,23.34
36721,Vienna 2.0,Irish Lager,118.97,1.0626,1.0115,5.28,27.75,7.03,142.21,60,1.0349,70,All Grain,,23.24
41440,Temple Beer,Irish Red Ale,119.01,1.0672,1.0106,6.22,25.52,17.98,142.26,90,1.0299,75,All Grain,,23.25
51569,Irish Red ale,Irish Red Ale,119.01,1.071,1.0096,6.74,32.11,16.01,142.26,75,1.0437,72,All Grain,,23.25
52959,St Nicholas Day Red Ale,Irish Red Ale,119.11,1.0672,1.0106,6.17,28.08,11.98,142.27,60,1.0376,79,All Grain,,23.16
53017,Irish Red Ale,Irish Red Ale,119.13,1.0542,1.012,3.87,20.62,16.57,142.28,60,1.0391,70,All Grain,,23.15
60925,IRA-2,Irish Red Ale,119.14,1.0493,1.0097,3.73,29.17,15.86,142.31,75,1.0311,75,All Grain,,23.18
61820,First Brew Back Red Ale,Irish Red Ale,119.14,1.078,1.0128,7.25,27.68,20.69,142.37,60,1.0456,70,All Grain,,23.24
61932,Dry Stout 2.0,Irish Dry Stout,119.17,1.0572,1.0113,4.41,16.17,28.68,142.39,60,1.0421,64,All Grain,,23.21
71818,Savage Wiener Dog,Irish Lager,119.19,1.0599,1.014,4.12,41.17,9.28,142.43,60,1.0381,75,All Grain,,23.24
23996,BrettanoBlonde,Irish Pale Ale,119.19,1.0597,1.0035,6.46,23.38,4.13,142.47,90,1.0308,74,All Grain,,23.28
53895,Irish Cream Ale,Irish Cream Ale,119.22,1.0631,1.0094,5.78,19.09,4.14,142.59,60,1.0262,70,BIAB,,23.37
4043,Imperial Irish Cream Ale,Irish Cream Ale,119.28,1.0825,1.0199,7.37,37.57,3.81,142.59,90,1.0565,75,All Grain,,23.31
4517,Drake's Golden Hind Lager II,Irish Cream Ale,119.31,1.0598,1.0158,3.82,14.05,2.72,142.69,80,1.0373,80,All Grain,,23.38
7455,461 Ocean Boulevard Coconut Cream Pie Ale...,Irish Cream Ale,119.31,1.0635,1.0142,4.64,17.63,2.9,142.72,90,1.0292,72,All Grain,,23.4
14772,Homage to the Fallen BPA 2,Irish Pale Ale,119.33,1.0742,1.007,7.29,19.3,5.3,142.72,60,1.0496,80,All Grain,,23.39
15334,Mexican Vienna Tier 6,Irish Lager,119.36,1.0754,1.0173,6.32,36.66,18.12,142.74,90,1.0502,75,All Grain,,23.37
17629,Everyday Drinker,Irish Pale Ale,119.4,1.0765,1.0165,6.65,50.59,10.13,142.74,60,1.0415,75,All Grain,,23.34
18677,Pre-Prohibition Irish Cream Ale,Irish Cream Ale,119.43,1.0578,1.008,5.19,18.87,2.97,142.75,90,1.0325,70,All Grain,,23.33
25053,Dublin Style Stout (Guiness),Irish Dry Stout,119.46,1.0451,1.0086,3.05,45.32,36.26,142.76,90,1.0201,70,All Grain,,23.3
25143,Cash Rules Everthing Around Me C.R.E.A.M. Al...,Irish Cream Ale,119.48,1.0641,1.0126,5.29,19.16,4.73,142.78,80,1.0291,70,All Grain,,23.3
28039,Mexican Vienna,Irish Lager,119.55,1.0722,1.0096,6.96,25.79,18.63,142.79,90,1.0452,72,All Grain,,23.24
28121,Bud+,Irish Cream Ale,119.56,1.0609,1.0114,5.09,17.06,2.89,142.82,60,1.0316,70,All Grain,,23.26
41284,TK Irish Cream Ale,Irish Cream Ale,119.56,1.0645,1.0095,6.02,18.04,2.51,142.91,90,1.0326,75,All Grain,,23.35
41376,Belgian Pale Ale 1,Irish Pale Ale,119.62,1.0627,1.0104,5.41,23.12,8.01,142.92,65,1.0376,73,All Grain,,23.3
50211,Vienna Lager,Irish Lager,119.66,1.0618,1.0141,4.56,29.43,10.29,142.93,90,1.0292,77,All Grain,,23.27
53334,Honey ale,Irish Cream Ale,119.66,1.0575,1.0103,4.82,27.28,7.77,142.93,60,1.0249,75,All Grain,,23.27
55998,King Henry's Vanilla Bean Irish Cream Ale,Irish Cream Ale,119.75,1.0671,1.0127,5.81,17.96,4.84,142.96,75,1.0255,70,All Grain,,23.21
61081,Ozarks Vienna Lager,Irish Lager,119.76,1.0529,1.01,3.79,22.74,12.04,142.97,90,1.0249,75,All Grain,,23.21
66412,Barley Phillip Irish Red,Irish Red Ale,119.84,1.0534,1.0101,4.1,26.92,14.22,142.98,60,1.0298,70,All Grain,,23.14
67736,Cash Rules Everything Around Me Irish Cream Ale...,Irish Cream Ale,119.88,1.0592,1.0103,5.01,16.79,3.31,143.13,90,1.0268,65,All Grain,,23.25
70185,Stout 1.2,Irish Extra Stout,119.92,1.0749,1.0147,6.51,32.34,44.6,143.14,60,1.0395,75,All Grain,,23.21
60491,Vienna Lager Cascade,Irish Lager,120.02,1.0591,1.0103,4.9,35.14,10.72,143.2,60,1.0268,70,All Grain,,23.18
53978,Cream of Three Crops,Irish Cream Ale,120.02,1.049,1.0072,3.76,18.41,2.48,143.25,90,1.0159,75,All Grain,,23.22
4142,Vienna Lager,Irish Lager,120.12,1.0688,1.0153,5.37,29.16,13.14,143.25,90,1.0432,75,All Grain,,23.13
19243,Irish Red Ale -  Red +,Irish Red Ale,120.15,1.0542,1.0111,3.98,19.47,17.14,143.25,60,1.0194,72,All Grain,,23.1
19246,Better Red than Dead,Irish Red Ale,120.15,1.0633,1.0158,4.21,26.11,19.73,143.28,90,1.0293,70,BIAB,,23.12
26350,Pillar of Stout,Irish Dry Stout,120.16,1.0546,1.0102,4.28,64.22,50,143.31,60,1.0362,63,BIAB,,23.15
28182,Indios - Colaborativa,Irish Cream Ale,120.33,1.066,1.0105,5.92,19.45,3.63,143.32,60,1.0268,70,All Grain,,23
32207,Three Shades of Stout,Irish Dry Stout,120.38,1.0516,1.011,3.51,32.99,31.11,143.33,90,1.0238,75,BIAB,,22.96
32633,Eric the Red,Irish Red Ale,120.4,1.0625,1.0125,5.16,29.9,22.96,143.34,90,1.0319,80,BIAB,,22.94
34709,Belgian Ale,Irish Pale Ale,120.41,1.0578,1.008,5.16,12.93,9.62,143.41,60,1.0213,70,All Grain,,23
36790,JZ - Ruabeoir,Irish Red Ale,120.41,1.0539,1.013,3.6,26.62,17.41,143.41,60,1.0276,70,BIAB,,23
47048,Pelican B,Irish Pale Ale,120.46,1.0556,1.0121,4.07,21.56,8.87,143.41,90,1.0303,78,All Grain,,22.96
47309,Knocking Vienna Gates,Irish Lager,120.47,1.0707,1.0137,6.19,24.64,11.26,143.44,90,1.0306,73,BIAB,,22.97
51182,Belgian ale,Irish Pale Ale,120.48,1.0737,1.0155,6.23,32.24,8.23,143.49,90,1.0414,80,All Grain,,23
55123,Vienna Lager,Irish Lager,120.53,1.0358,1.0097,1.03,4.25,10.21,143.51,60,1.0162,75,All Grain,,22.98
55630,Awesome IRA,Irish Red Ale,120.56,1.068,1.0145,5.68,24.12,15.76,143.52,60,1.0494,80,All Grain,,22.96
61297,Black 1,Irish Dry Stout,120.59,1.0614,1.0195,2.27,39.86,34.9,143.64,72,1.0417,80,All Grain,,23.05
61963,Belgo,Irish Pale Ale,120.69,1.0589,1.0113,4.68,22.44,5.56,143.69,60,1.0421,70,All Grain,,22.99
65967,Irish Cream Ale,Irish Cream Ale,120.76,1.0593,1.0091,5.11,16.42,3.18,143.69,60,1.0343,70,All Grain,,22.93
69780,Back from Vienna,Irish Lager,120.77,1.0478,1.0063,3.91,33.39,11.85,143.69,60,1.0208,64,BIAB,,22.93
53435,Irish Red 7G,Irish Red Ale,120.8,1.0618,1.0141,4.59,19.82,14.7,143.73,60,1.041,80,All Grain,,22.94
68624,Simple Vienna,Irish Lager,120.81,1.0562,1.0079,4.92,22.89,8.9,143.78,90,1.0294,70,All Grain,,22.97
51104,Irish Cream Ale - Wet Nose,Irish Cream Ale,120.85,1.0509,1.0065,4.31,19.12,4.84,143.78,60,1.0308,65,BIAB,,22.93
54143,The Annabelle (Maltic Depression 2017),Irish Lager,120.86,1.061,1.0114,5.16,21.22,11.99,143.81,60,1.0377,75,BIAB,,22.95
62042,Irish Red Ale,Irish Red Ale,120.91,1.0733,1.0117,6.73,24.38,16.96,143.83,60,1.0465,70,All Grain,,22.92
4338,Red Rage Red Ale (RA),Irish Red Ale,120.97,1.0693,1.0137,6.02,43.04,13.59,143.85,60,1.0355,65,BIAB,,22.88
11082,Red Pine,Irish Red Ale,121.03,1.0675,1.016,4.9,25.67,17.84,143.93,60,1.0433,70,All Grain,,22.91
25945,Brew #024 - IRA,Irish Red Ale,121.03,1.0588,1.0123,4.63,20.64,17.6,143.94,60,1.0492,71,All Grain,,22.91
49868,Irish Dry Stout,Irish Dry Stout,121.04,1.0377,1.0054,2.11,35.86,30.67,143.95,60,1.0178,80,All Grain,,22.91
51164,Red Ale,Irish Red Ale,121.18,1.0628,1.0105,5.48,19.32,14.92,143.97,60,1.025,75,BIAB,,22.79
72176,Midtbrygg Irish Cream Ale,Irish Cream Ale,121.2,1.0576,1.009,4.94,20.01,3.23,143.98,90,1.031,78,All Grain,,22.77
4696,Cream of Three Crops,Irish Cream Ale,121.2,1.0454,1.0071,3.28,13.57,2.08,143.99,90,1.0159,75,All Grain,,22.79
10899,Dusty Boy IRA,Irish Pale Ale,121.22,1.08,1.018,7.09,71.58,16.6,144,60,1.0373,70,All Grain,,22.78
15265,Irish Red 3,Irish Red Ale,121.27,1.0619,1.0133,4.7,30.98,17.14,144.05,60,1.0204,70,All Grain,,22.78
17175,Red Ale,Irish Red Ale,121.36,1.0581,1.0139,4.1,17.75,11.83,144.07,60,1.037,80,All Grain,,22.71
17914,Dabbling Monk,Irish Pale Ale,121.45,1.0501,1.011,3.38,24.4,3.51,144.09,60,1.0252,75,All Grain,,22.64
24150,F2D Irish Pale Ale ? 12.07.16,Irish Red Ale,121.5,1.0648,1.0167,4.41,23.13,9.23,144.14,90,1.0277,70,All Grain,,22.65
27508,Webb's Chinook Aromatic Irish Cream Ale,Irish Cream Ale,121.51,1.0508,1.0074,3.98,18.89,2.88,144.17,60,1.0142,70,BIAB,,22.66
43666,Red Nitro Soup,Irish Red Ale,121.56,1.0552,1.0131,3.88,25.94,16.94,144.21,90,1.0335,75,All Grain,,22.65
46053,Evil Dead Red,Irish Red Ale,121.56,1.0691,1.0146,5.78,30.23,10.78,144.22,90,1.0445,80,All Grain,,22.66
50085,Belgian Pale Ale,Irish Pale Ale,121.56,1.0632,1.0094,5.97,43.28,3.81,144.23,60,1.0247,65,All Grain,,22.66
54166,Black Eye Bock,Irish Lager,121.57,1.0672,1.0096,6.25,20.2,16.5,144.25,60,1.0311,75,BIAB,,22.68
58380,Deadmen,Irish Red Ale,121.59,1.0711,1.0175,5.16,24.49,13.77,144.26,60,1.0475,75,All Grain,,22.67
58388,Helles,Irish Cream Ale,121.63,1.0451,1.0097,3.04,20.59,4.86,144.3,60,1.0327,70,All Grain,,22.67
60605,Craptastic Irish Cream Ale,Irish Cream Ale,121.63,1.0583,1.0122,4.35,11.13,3.49,144.32,90,1.0365,70,All Grain,,22.69
67424,Irish Red Ale - Brighid's,Irish Red Ale,121.65,1.0708,1.0137,6.29,34.07,13.49,144.37,60,1.041,70,All Grain,,22.72
68728,Barley Philip Irish Red,Irish Red Ale,121.7,1.0539,1.012,3.65,26.26,13.39,144.38,60,1.0391,70,All Grain,,22.68
72156,Randy's Irish Stout,Irish Dry Stout,121.75,1.0466,1.0097,2.86,38.02,31.34,144.46,60,1.0328,75,All Grain,,22.71
35862,Blind melon,Irish Lager,121.77,1.0622,1.0125,4.92,31.11,11.17,144.47,90,1.0352,70,BIAB,,22.7
20604,Holbrook Irish Red 2,Irish Red Ale,121.77,1.0736,1.0172,5.99,31.16,24.02,144.54,60,1.0293,65,BIAB,,22.76
36547,VSOP 3,Irish Pale Ale,121.84,1.057,1.0122,4.21,26.47,8.06,144.56,60,1.0424,65,All Grain,,22.72
16880,Newport Viennese lager,Irish Lager,121.86,1.0583,1.0131,4.34,20.87,11.43,144.58,60,1.0257,70,All Grain,,22.72
52062,BPA 1 0,Irish Pale Ale,121.91,1.0574,1.0102,4.61,43.35,5.98,144.66,60,1.0399,70,BIAB,,22.75
49704,Rouqujine,Irish Red Ale,121.92,1.0642,1.0115,5.35,20.4,20.15,144.76,75,1.0288,65,All Grain,,22.84
12742,Irish Dry Stout,Irish Dry Stout,122.06,1.0448,1.0097,2.84,34.74,37.61,144.82,90,1.022,70,All Grain,,22.76
22082,Vienna Lager,Irish Lager,122.07,1.0566,1.0139,3.84,15.08,11.57,144.85,90,1.0306,76,All Grain,,22.78
23563,Belgian Ale 2015,Irish Pale Ale,122.11,1.055,1.0138,3.66,24.45,7.88,144.9,60,1.0536,79,All Grain,,22.78
25661,Hafmeyjan V,Irish Cream Ale,122.14,1.0591,1.0114,4.88,14.55,6.76,144.97,90,1.0422,70,All Grain,,22.82
26549,MZP Belgian Wheat,Irish Pale Ale,122.2,1.0575,1.0103,4.84,20.86,11.26,145.08,90,1.04,65,All Grain,,22.88
27230,La rousse ‡ Frank V2,Irish Red Ale,122.21,1.0796,1.0129,7.51,37.47,13,145.09,60,1.0585,65,All Grain,,22.88
27812,Solkrem,Irish Cream Ale,122.21,1.0631,1.0094,5.85,15.41,2.79,145.09,90,1.0375,80,BIAB,,22.88
28864,Brew #032 - eisen belgian pale,Irish Pale Ale,122.32,1.0567,1.0121,4.12,19.7,6.25,145.24,60,1.0466,70,All Grain,,22.92
30525,DÌa de los Muertos,Irish Pale Ale,122.33,1.067,1.0136,5.69,29.38,8.85,145.3,60,1.0479,80,BIAB,,22.97
31535,Vienna,Irish Lager,122.38,1.0602,1.0132,4.46,21.56,12.59,145.44,90,1.032,75,All Grain,,23.07
35938,Brew #032 - eisen belgian pale,Irish Pale Ale,122.39,1.0567,1.0121,4.12,21.87,6.25,145.48,60,1.0466,70,All Grain,,23.08
43802,Redzinha 25 litros,Irish Red Ale,122.41,1.0424,1.0097,2.45,26.56,10.61,145.5,60,1.0262,63,BIAB,,23.09
46936,Hoppy Belgian #1,Irish Pale Ale,122.42,1.0705,1.0146,5.98,26.09,9.96,145.54,60,1.0507,65,All Grain,,23.13
60178,Happy Halloween,Irish Pale Ale,122.45,1.0752,1.0182,6,26.13,7.57,145.61,60,1.0511,70,All Grain,,23.16
60221,3739 - Belgian Pale,Irish Pale Ale,122.46,1.0558,1.0112,4.32,25.35,8.19,145.66,90,1.0287,73,BIAB,,23.2
67082,Vienna Rose,Irish Lager,122.5,1.0629,1.0115,5.56,34.83,14.27,145.71,90,1.0288,73,BIAB,,23.21
67445,Ven?ac DRY STOUT,Irish Dry Stout,122.53,1.053,1.01,3.84,32.03,50,145.81,90,1.0268,65,All Grain,,23.29
73841,Red Cara Ale,Irish Red Ale,122.56,1.0609,1.0114,4.97,10.27,13.95,145.82,60,1.0541,70,All Grain,,23.26
12301,104 - Red Rice Mower (Safale05),Irish Cream Ale,122.56,1.0804,1.0157,7.41,23.47,11.58,145.84,90,1.0495,75,All Grain,,23.28
42137,Raspberry Blonde 7-27-16,Irish Pale Ale,122.6,1.0643,1.0105,5.75,22.31,4.54,145.86,70,1.0362,65,All Grain,,23.27
66935,Irish Red Ale,Irish Red Ale,122.66,1.0481,1.0118,2.94,23.41,13.7,146.01,60,1.0289,80,All Grain,,23.35
11623,BE,Irish Pale Ale,122.69,1.0643,1.0105,5.74,27.55,7.26,146.02,60,1.0421,70,All Grain,,23.33
37715,Awesome Recipe,Irish Red Ale,122.71,1.0634,1.0142,4.57,25.13,10.83,146.06,60,1.0444,80,All Grain,,23.35
55759,Vienna Lager,Irish Lager,122.77,1.0605,1.0124,4.71,30.11,5.31,146.06,90,1.0379,77,All Grain,,23.29
39401,Red Ale,Irish Red Ale,122.78,1.0604,1.0132,4.52,27.89,20.96,146.08,60,1.0305,75,All Grain,,23.31
10687,Guinness clone,Irish Dry Stout,122.88,1.0487,1.0098,3.12,38.47,31.12,146.15,60,1.0344,80,All Grain,,23.27
28508,Belgian Pale Ale,Irish Pale Ale,122.9,1.0621,1.0133,4.85,23.21,13.68,146.19,60,1.0408,68,All Grain,,23.28
38051,Ennis Red Ale,Irish Red Ale,122.9,1.0528,1.0111,3.65,26.07,12.65,146.25,60,1.0363,70,All Grain,,23.34
41700,Light Ale Base III,Irish Pale Ale,122.91,1.0696,1.0116,6.3,47.72,5.29,146.28,60,1.0556,80,All Grain,,23.37
48122,Vienna 2-13-17,Irish Lager,122.92,1.0607,1.0124,4.84,23.81,9.48,146.29,90,1.0391,69,All Grain,,23.37
49382,Kitchen sink,Irish Cream Ale,122.93,1.0698,1.0175,4.99,54.74,6.83,146.41,60,1.0529,65,All Grain,,23.49
63928,Foley's Irish Red Ale,Irish Red Ale,122.98,1.0721,1.0107,6.64,26.1,12.89,146.49,60,1.0566,70,All Grain,,23.51
71946,Red,Irish Red Ale,122.99,1.0558,1.0112,4.37,20.96,18.86,146.51,60,1.0315,75,All Grain,,23.52
57877,Caracola roja,Irish Red Ale,123.05,1.049,1.0073,3.77,22.51,9.4,146.54,60,1.0418,75,All Grain,,23.49
64460,Utby Wienerlager,Irish Lager,123.08,1.0733,1.0128,6.58,29.88,8.11,146.62,60,1.0468,71,All Grain,,23.54
43297,Manglar - Irish Red Ale,Irish Red Ale,123.11,1.0579,1.0129,4.37,27.83,12.18,146.66,60,1.0462,80,All Grain,,23.56
17229,05. Redvolution (Red Ale),Irish Red Ale,123.13,1.0683,1.0116,6.14,20.46,17.04,146.7,60,1.0423,65,All Grain,,23.57
51492,Jenny C. Irish Cream Ale,Irish Cream Ale,123.13,1.0564,1.0051,5.63,17.31,4.41,146.72,60,1.0241,80,All Grain,,23.59
55614,Murphy's Pub Draught Clone,Irish Dry Stout,123.19,1.0386,1.0056,2.67,34.33,32.85,146.75,90,1.0109,70,All Grain,,23.56
64570,Rasse Hef Combo,Irish Cream Ale,123.22,1.0616,1.015,4.25,20.34,3.2,146.82,90,1.0383,82,All Grain,,23.6
10387,Õççr vˆrˆs,Irish Red Ale,123.33,1.0626,1.0115,5.25,22.53,17.84,146.93,60,1.0477,65,All Grain,,23.6
17672,Rosso ALE,Irish Red Ale,123.33,1.0661,1.0096,6.21,23.24,15.85,146.98,60,1.0387,75,All Grain,,23.65
23770,BraveDog Irish Red Ale,Irish Red Ale,123.35,1.059,1.0113,4.69,19.93,13,147,60,1.0584,73,All Grain,,23.65
37261,Vienna Lager - COLLEY,Irish Lager,123.35,1.0597,1.0082,5.71,20.22,5.19,147.11,60,1.0245,75,All Grain,,23.75
54834,SMSH,Irish Lager,123.4,1.0698,1.0175,4.94,29.43,6.68,147.11,60,1.0435,70,All Grain,,23.71
60119,Irish Red Ale Barbarossa,Irish Red Ale,123.42,1.074,1.0128,6.75,32.95,14.22,147.15,60,1.0531,65,BIAB,,23.73
61129,Utby Winerlager,Irish Lager,123.43,1.0739,1.0147,6.56,31.77,8.31,147.2,60,1.0431,70,All Grain,,23.77
67896,Pale Ale,Irish Pale Ale,123.43,1.0594,1.0091,5.31,22.81,11.05,147.22,60,1.0436,70,BIAB,,23.78
55046,SAISON MOTUEKA SINGLEHOP ALLGRAIN,Irish Pale Ale,123.45,1.0616,1.015,4.38,25.52,9.2,147.27,60,1.0458,78,All Grain,,23.82
10101,Schubrew Irish Cream Ale III,Irish Cream Ale,123.47,1.0658,1.0127,5.61,24.69,3.02,147.28,60,1.0441,70,BIAB,,23.82
10133,Dry Irish Stout,Irish Dry Stout,123.56,1.053,1.0111,3.82,22.51,38.75,147.3,60,1.0402,72,All Grain,,23.74
43925,Irish Red,Irish Red Ale,123.61,1.079,1.0203,6.23,30.49,28.48,147.35,60,1.0584,75,All Grain,,23.75
44321,Irish Cream Ale/ AMERICAN LAGER,Irish Cream Ale,123.69,1.0685,1.0096,6.37,20.41,3.23,147.43,60,1.0512,74,All Grain,,23.74
54740,SD10,Irish Cream Ale,123.7,1.0506,1.0087,3.8,18.47,4.57,147.43,60,1.0374,70,All Grain,,23.73
62003,Garrett Habanero,Irish Lager,123.73,1.0796,1.0129,7.6,29.64,7.24,147.47,60,1.0586,75,BIAB,,23.74
8118,Oladi ¡szok,Irish Lager,123.79,1.0634,1.015,4.52,23.19,12.4,147.49,60,1.0495,65,All Grain,,23.71
51184,Vanilla Irish Cream Ale,Irish Cream Ale,123.8,1.0542,1.0112,3.99,17.16,5.01,147.51,75,1.0363,70,All Grain,,23.7
61335,AHA - Belgian Blonde,Irish Pale Ale,123.81,1.0606,1.0124,4.78,29.21,3.62,147.55,60,1.0466,65,All Grain,,23.74
6408,Larger ish ish,Irish Lager,123.87,1.0716,1.0154,6.09,21.26,3.71,147.6,60,1.0556,70,All Grain,,23.73
7742,Zuid Fluid,Irish Pale Ale,123.9,1.0553,1.0131,3.91,20.08,7.31,147.61,90,1.0406,65,All Grain,,23.71
10668,Malty BIG red w/ rye,Irish Red Ale,123.92,1.0751,1.0128,6.8,54.43,13.95,147.72,60,1.0536,72,All Grain,,23.8
21001,Fruits of our Labor,Irish Pale Ale,123.96,1.0784,1.0174,6.78,38.37,8.53,147.74,60,1.0561,70,All Grain,,23.77
26824,Outta Style Irish Cream Ale,Irish Cream Ale,123.97,1.0707,1.0137,6.18,37.91,4.88,147.82,60,1.0515,80,All Grain,,23.86
46545,What Was I Laughing At Now?,Irish Dry Stout,123.97,1.045,1.0086,2.97,17.26,36.07,147.82,60,1.0309,70,BIAB,,23.85
59542,Cream of Three Crops,Irish Cream Ale,124.01,1.0503,1.0099,3.63,20.31,2.73,147.83,60,1.0361,69,BIAB,,23.82
18169,Irish Bulldog Red,Irish Red Ale,124.14,1.0679,1.0145,5.56,21.54,17.41,147.86,60,1.0507,70,All Grain,,23.72
21210,Cream of Six Crops Ale,Irish Cream Ale,124.14,1.0473,1.0086,3.13,17.31,3.35,147.88,90,1.0246,68,All Grain,,23.73
46137,Maria Boa Blond,Irish Pale Ale,124.17,1.0761,1.0182,6.09,26.05,7.62,147.91,60,1.0462,70,All Grain,,23.74
67191,Roja con frutitos,Irish Red Ale,124.21,1.052,1.0099,3.68,26.73,9.62,147.96,60,1.0388,70,All Grain,,23.75
70592,KROTOS Belgian Pale Ale,Irish Pale Ale,124.22,1.0608,1.0124,4.87,22.84,9.93,148.01,60,1.044,70,All Grain,,23.79
