brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
889,Brouwerij Palm NV,1250626950,3.5,3.5,3.5,StJamesGate,Irish Pale Ale,3,3.5,Steenbrugge Blond,6.5,43829
646,Carlow Brewing Company,1267183690,3.5,4,4.5,StJamesGate,Irish Red Ale,4,4,O'Hara's Irish Red,4.3,22181
14338,Piccolo Birrificio,1287347864,3.5,3.5,4.5,StJamesGate,Irish Pale Ale,4,3.5,Nüa Bionda,4.7,38827
2243,The Porterhouse Brewing Company,1267320917,3.5,4,3.5,StJamesGate,Irish Dry Stout,3.5,4,Oyster Stout,5.2,5686
1897,Brasserie Coreff,1326199149,3,3,3.5,StJamesGate,Irish Pale Ale,3.5,3.5,Coreff Ambrée,5,6244
22276,Brodie's,1281022443,3,3,4,StJamesGate,Irish Extra Stout,3.5,3,Summer Stout,2.8,60772
222,Brouwerij Duvel Moortgat NV,1246572464,3,4,4,StJamesGate,Irish Pale Ale,3.5,3.5,Maredsous 6 - Blonde,6,6972
470,Abbaye de Leffe S.A.,1101831931,4.5,3.5,3,stjarnflikka,Irish Pale Ale,4,4,Leffe Blonde,6.6,2137
35,Boston Beer Company (Samuel Adams),1107035410,4,3,3,stjarnflikka,Irish Lager,4,3,Samuel Adams Boston Lager,4.9,104
37,Brasserie d'Orval S.A.,1108771258,4,4.5,4.5,stjarnflikka,Irish Pale Ale,5,4.5,Orval Trappist Ale,6.9,129
3052,Hook Norton Brewery Co. Ltd.,1101914724,3.5,4,4,stjarnflikka,Irish Extra Stout,4.5,4,Double Stout,4.8,7266
4260,Brasserie D'Ecaussinnes,1109594298,1,1,3.5,stjarnflikka,Irish Pale Ale,2,1,Ultramour,5,9067
37,Brasserie d'Orval S.A.,1306171032,5,5,5,STKPICR0720,Irish Pale Ale,5,5,Orval Trappist Ale,6.9,129
1141,Brasserie Dieu Du Ciel,1313515168,4.5,4.5,4.5,STKPICR0720,Irish Pale Ale,4.5,4.5,Dernière Volonté,6.5,18272
9718,Cwmbran Brewery,1147737895,5,3.5,5,stlemur,Irish Extra Stout,4,4,Blackcurrant Stout,4,30537
6577,Titanic Brewery,1137606594,4.5,3.5,4.5,stlemur,Irish Extra Stout,4,4,Titanic Stout,4.5,12950
12145,Bushy's (Mount Brewing Company Ltd),1125950341,3.5,4,3.5,stlemur,Irish Extra Stout,3,4,Oyster Stout,4.2,25662
160,Wychwood Brewery Company Ltd,1130972202,3,2.5,4,stlemur,Irish Extra Stout,3,2.5,Black Wych,5,6525
889,Brouwerij Palm NV,1131057100,3,2.5,3,stlemur,Irish Pale Ale,2.5,2,Palm / Palm Speciale,5.4,2823
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1184455069,4,2.5,4,stlfan74,Irish Lager,3.5,3.5,Dos Equis Amber Lager,4.5,171
35,Boston Beer Company (Samuel Adams),1184461642,3.5,4.5,3.5,stlfan74,Irish Lager,3.5,4,Samuel Adams Boston Lager,4.9,104
37,Brasserie d'Orval S.A.,1282219244,4,4.5,4,StlHopHead77,Irish Pale Ale,3.5,3.5,Orval Trappist Ale,6.9,129
13307,Mikkeller ApS,1286715520,3,3,3.5,StlHopHead77,Irish Pale Ale,3,3,It's Alright!,4.5,47562
20672,Sun King Brewing Company,1309700930,3.5,3,4,StLThrash,Irish Cream Ale,3,4,Sunlight Irish Cream Ale,5.3,52194
222,Brouwerij Duvel Moortgat NV,1325567411,4,4,4,Stocean1,Irish Pale Ale,4,4,Maredsous 6 - Blonde,6,6972
48,Brouwerij Van Steenberge N.V.,1321241065,4,4,3.5,Stocean1,Irish Pale Ale,4,4,Bière Du Boucanier Red,7,20237
3760,Mill Street Brew Pub,1319829536,3.5,4,4.5,Stocean1,Irish Extra Stout,3.5,3.5,Mill Street Cobblestone Stout,4.2,33464
35,Boston Beer Company (Samuel Adams),1309951479,3.5,3.5,3.5,Stocean1,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,4.9,104
661,Muskoka Brewery,1312832040,3.5,3.5,3,Stocean1,Irish Cream Ale,3.5,3.5,Muskoka Irish Cream Ale,5,7994
24802,Idle Hands Craft Ales,1318793390,4.5,4.5,4,Stockfan42,Irish Pale Ale,4,4,Pandora,6,74204
447,Pabst Brewing Company,1297141853,3.5,3,3,Stockfan42,Irish Red Ale,2.5,3,McSorley's Irish Pale Ale,5.5,47166
3,Abita Brewing Co.,1233519892,4.5,2.5,5,stockingcpl,Irish Lager,3.5,3,Amber,4.5,5
240,Murphy Brewery Ireland Limited,1235094544,3,2.5,4.5,stockingcpl,Irish Red Ale,2.5,3,Murphy's Irish Red Beer,5,913
37,Brasserie d'Orval S.A.,1133243731,4.5,4,4.5,stof0048,Irish Pale Ale,4,4.5,Orval Trappist Ale,6.9,129
470,Abbaye de Leffe S.A.,1228840619,4,3.5,3,stone3187,Irish Pale Ale,4,4,Leffe Blonde,6.6,2137
13667,Starr Hill Brewery,1228844095,4,4,3.5,stone3187,Irish Dry Stout,3.5,4,Dark Starr Stout,4.2,29995
73,Great Lakes Brewing Company,1216959437,4.5,3,4.5,Stonebreaker,Irish Lager,5,4.5,Great Lakes Eliot Ness,6.2,229
35,Boston Beer Company (Samuel Adams),1216600155,4.5,2.5,4,Stonebreaker,Irish Lager,4,4,Samuel Adams Boston Lager,4.9,104
42,Brewery Ommegang,1217208994,4,4,4.5,Stonebreaker,Irish Pale Ale,4,3.5,Rare Vos (Amber Ale),6.5,593
2743,Green Flash Brewing Co.,1325714666,4,4,4,StoneBrewFanatic,Irish Pale Ale,4.5,4.5,Rayon Vert,7,76323
73,Great Lakes Brewing Company,1279839757,4,4,4.5,StoneBrewFanatic,Irish Lager,4,4.5,Great Lakes Eliot Ness,6.2,229
37,Brasserie d'Orval S.A.,1287250543,3.5,4.5,4,StoneBrewFanatic,Irish Pale Ale,3.5,4.5,Orval Trappist Ale,6.9,129
489,Brouwerij 't IJ,1110324485,4.5,5,4.5,stoned2,Irish Pale Ale,4.5,5,Columbus,9,1407
16320,Brasserie de la Senne,1136507306,4.5,4,5,stoned2,Irish Pale Ale,4,4.5,X-Mas Zinnebir,6.5,40001
132,Rogue Ales,1112309705,4.5,3,4,stoned2,Irish Cream Ale,3.5,4,Honey Irish Cream Ale,5.5,365
9897,Jolly Pumpkin Artisan Ales,1155773748,4,4,5,stoned2,Irish Pale Ale,4,4.5,"Luciérnaga, The Firefly",6.5,20524
30,Avery Brewing Company,1117239227,4,3.5,4,stoned2,Irish Pale Ale,3.5,4,Karma,5.2,23042
42,Brewery Ommegang,1322423649,4.5,3.5,4,StonedTrippin,Irish Pale Ale,4.5,4.5,Rare Vos (Amber Ale),6.5,593
30,Avery Brewing Company,1325816340,4,4,4.5,StonedTrippin,Irish Dry Stout,4.5,4,Out Of Bounds Stout,6.3,1830
42,Brewery Ommegang,1323530821,4,4,4.5,StonedTrippin,Irish Pale Ale,4,4,Ommegang BPA (Belgian-style Pale Ale),6.2,56875
470,Abbaye de Leffe S.A.,1324141002,4,4,3.5,StonedTrippin,Irish Pale Ale,4,4.5,Leffe Blonde,6.6,2137
184,Bierbrouwerij De Koningshoeven B.V.,1325897796,4,4.5,4,StonedTrippin,Irish Pale Ale,4,4,La Trappe Isid'or,7.5,51030
423,Boulevard Brewing Co.,1325139918,4,4,4,StonedTrippin,Irish Dry Stout,4.5,4,Dry Stout,5.2,3277
1416,Uinta Brewing Company,1326096658,3.5,3.5,3.5,StonedTrippin,Irish Pale Ale,4,3.5,Monkshine,6.8,23313
73,Great Lakes Brewing Company,1323621890,3.5,3.5,3.5,StonedTrippin,Irish Lager,4,4,Great Lakes Eliot Ness,6.2,229
99,Matt Brewing Company,1322506904,3,3,3,StonedTrippin,Irish Lager,3.5,3.5,Saranac Season's Best - Nut Brown Lager,5.3,2019
590,New Glarus Brewing Company,1214374443,4.5,3.5,4,Stoneman78,Irish Cream Ale,3,3.5,Spotted Cow,4.8,1963
18149,The Lost Abbey,1189738577,4.5,4,4.5,Stoneman78,Irish Pale Ale,4,4,Devotion Ale,6.25,36539
74,Gritty McDuff's Brewing Company,1240453415,4,3.5,3.5,stonequarrywest,Irish Dry Stout,3.5,3,Gritty McDuff's Black Fly Stout,4.1,1149
1549,Goose Island Beer Co.,1262842987,5,3.5,3,StoneTSR,Irish Pale Ale,4.5,4.5,Demolition,7.2,49003
13667,Starr Hill Brewery,1296032410,3.5,3.5,4,StoneTSR,Irish Dry Stout,4.5,3,Dark Starr Stout,4.2,29995
3,Abita Brewing Co.,1307522120,3.5,3.5,3.5,StoneTSR,Irish Lager,4,4,Amber,4.5,5
13667,Starr Hill Brewery,1174510666,4,3.5,4,stonewall2,Irish Red Ale,3.5,3.5,Starr Hill Amber Ale,4.8,29993
35,Boston Beer Company (Samuel Adams),1227862584,3.5,2.5,4,stopbarking,Irish Lager,3,3.5,Samuel Adams Boston Lager,4.9,104
42,Brewery Ommegang,1076996481,4,4.5,4.5,Stopper,Irish Pale Ale,4,4,Rare Vos (Amber Ale),6.5,593
470,Abbaye de Leffe S.A.,1064029116,3.5,3.5,3,Stopper,Irish Pale Ale,3.5,3.5,Leffe Blonde,6.6,2137
73,Great Lakes Brewing Company,1238205252,5,4.5,4.5,storksonm,Irish Lager,4.5,4.5,Great Lakes Eliot Ness,6.2,229
889,Brouwerij Palm NV,1132763515,4,3,3,Stormbeard,Irish Pale Ale,3.5,3.5,Palm Dobbel,5.5,9082
20417,White Birch Brewing,1290906847,2.5,4,3.5,StormKing47,Irish Pale Ale,3,3,White Birch Belgian Style Pale Ale,9.5,51844
30,Avery Brewing Company,1288523913,4,3.5,3.5,StoutCream,Irish Pale Ale,3.5,4,Karma,5.2,23042
240,Murphy Brewery Ireland Limited,1203093907,4.5,4,4.5,Stoutdude,Irish Dry Stout,4,4.5,Murphy's Irish Stout,4,703
646,Carlow Brewing Company,1257029426,4.5,3.5,4,stoutfiend27,Irish Dry Stout,4,4,O'Hara's Celebration Stout,6,41100
5500,Black Forest Brew Haus & Grill,1287283912,4,4,3.5,StoutHunter,Irish Pale Ale,3,4.5,Sully's Belgian Blonde,4.5,61939
35,Boston Beer Company (Samuel Adams),1286507096,4,3.5,4.5,StoutHunter,Irish Red Ale,4,4,Samuel Adams Irish Red,5.8,38365
37,Brasserie d'Orval S.A.,1303960961,4,4.5,4.5,StoutHunter,Irish Pale Ale,4.5,4,Orval Trappist Ale,6.9,129
5500,Black Forest Brew Haus & Grill,1300594788,4,4,4,StoutHunter,Irish Dry Stout,4,4.5,Black Forest Sully's Irish Stout,4,16695
1457,Arbor Brewing Company,1310615647,4,4,2.5,StoutHunter,Irish Dry Stout,3,4.5,Arbor Brewing Faricy Fest Irish Stout,5,5134
302,Genesee Brewing Co. / Dundee Brewing Co.,1308881938,3.5,3,3.5,StoutHunter,Irish Cream Ale,4.5,3.5,Genesee Irish Cream Ale,5.2,1376
4861,Frankenmuth Brewery,1317094169,2.5,2.5,3,StoutHunter,Irish Red Ale,4.5,2,Frankenmuth Red Sky Ale,5.25,60018
35,Boston Beer Company (Samuel Adams),1286934378,2.5,2.5,3.5,StoutHunter,Irish Lager,3.5,2.5,Samuel Adams Boston Lager,4.9,104
160,Wychwood Brewery Company Ltd,1138666850,4.5,4,4.5,stoutman,Irish Extra Stout,4.5,4,Black Wych,5,6525
35,Boston Beer Company (Samuel Adams),1022952781,4.5,4,4,stoutman,Irish Lager,3.5,4,Samuel Adams Boston Lager,4.9,104
37,Brasserie d'Orval S.A.,1022683600,4,4,3,stoutman,Irish Pale Ale,4.5,4.5,Orval Trappist Ale,6.9,129
24926,Mongozo B.V.,1108429713,4,3.5,3,stoutman,Irish Pale Ale,3.5,4,Mongozo (Quinua),5.9,21214
2085,Dragonmead Microbrewery,1133062744,4,3.5,4,stoutman,Irish Dry Stout,4,4,Dragonmead Earl Spit Stout,6.2,19939
16590,Pivovar Rakovnik,1292641965,4,4,3.5,stoutman,Irish Lager,4,4,Bakalá&#345; Polotmavé Vý&#269;epní 11° (Bakalar Light Dark Beer),4.5,51265
11174,Cervecera Mexicana S.A. De C.V.,1139023689,3.5,3.5,3.5,stoutman,Irish Extra Stout,3.5,4,Potro,4.7,21697
75,Grupo Modelo S.A. de C.V.,1061597033,2.5,2,2.5,stoutman,Irish Lager,2,2.5,Victoria,4,6508
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1061598281,2.5,2,2,stoutman,Irish Lager,2.5,2.5,Dos Equis Amber Lager,4.5,171
73,Great Lakes Brewing Company,1293775495,4,4,5,Stoutman88,Irish Lager,5,4,Great Lakes Eliot Ness,6.2,229
302,Genesee Brewing Co. / Dundee Brewing Co.,1293344568,3,3,3,Stoutman88,Irish Cream Ale,3.5,2.5,Genesee Irish Cream Ale,5.2,1376
37,Brasserie d'Orval S.A.,1309743584,5,5,4.5,stoutmasterjames,Irish Pale Ale,4.5,5,Orval Trappist Ale,6.9,129
35,Boston Beer Company (Samuel Adams),1110395473,4.5,4,4,StoutRugger,Irish Lager,4.5,4.5,Samuel Adams Boston Lager,4.9,104
665,Smithwick's Brewery / Irish Ale Breweries Ltd,1110139180,4,3.5,3.5,StoutRugger,Irish Red Ale,4,4,Smithwick's Ale,4.5,1822
12547,The Livery,1210340559,3,3,4,StoutScout,Irish Dry Stout,3,3,Dixie O'Flynns Stout,6.5,42553
37,Brasserie d'Orval S.A.,1287111691,5,4.5,4,stoutstevie703,Irish Pale Ale,4.5,5,Orval Trappist Ale,6.9,129
470,Abbaye de Leffe S.A.,1151762523,4.5,4.5,4.5,stouty1,Irish Pale Ale,4.5,4.5,Leffe Blonde,6.6,2137
590,New Glarus Brewing Company,1147226044,4,3.5,4,stouty1,Irish Cream Ale,4.5,4,Spotted Cow,4.8,1963
489,Brouwerij 't IJ,1149910342,4,4,4.5,stouty1,Irish Pale Ale,4.5,4,Columbus,9,1407
192,New Belgium Brewing,1193696079,4.5,3.5,4.5,StoutyMcHaggis,Irish Pale Ale,3.5,4,Springboard,6.2,34717
302,Genesee Brewing Co. / Dundee Brewing Co.,1287362653,4,2.5,3,StoutyMcStouters,Irish Cream Ale,3.5,3.5,Genesee Irish Cream Ale,5.2,1376
417,August Schell Brewing Company,1238686136,4,4,4.5,Strand,Irish Extra Stout,3.5,4,Stout,5,41862
470,Abbaye de Leffe S.A.,1236862497,4,3.5,4,Strand,Irish Pale Ale,3.5,3.5,Leffe Blonde,6.6,2137
423,Boulevard Brewing Co.,1237206566,4,3.5,4,Strand,Irish Red Ale,3.5,4,Irish Ale,5.8,3279
423,Boulevard Brewing Co.,1237036554,3.5,4,3.5,Strand,Irish Dry Stout,3,3.5,Dry Stout,5.2,3277
30,Avery Brewing Company,1204826029,5,5,5,StrangeBrew1,Irish Dry Stout,5,5,Out Of Bounds Stout,6.3,1830
37,Brasserie d'Orval S.A.,1225415101,4,4.5,4,StrangeBrewer76,Irish Pale Ale,4.5,4.5,Orval Trappist Ale,6.9,129
35,Boston Beer Company (Samuel Adams),1163829356,5,3,3.5,strangefate,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,4.9,104
1141,Brasserie Dieu Du Ciel,1287191623,4,4,4,strangemusic,Irish Pale Ale,4.5,4,Dernière Volonté,6.5,18272
590,New Glarus Brewing Company,1143706086,3.5,3.5,3,strattor,Irish Cream Ale,3,3,Spotted Cow,4.8,1963
35,Boston Beer Company (Samuel Adams),1295657522,5,5,5,streetcommander,Irish Lager,5,5,Samuel Adams Boston Lager,4.9,104
10097,Harpoon Brewery,1311984606,4,3,3,streetcommander,Irish Pale Ale,4,4,Harpoon Irish Pale Ale,5.8,33976
470,Abbaye de Leffe S.A.,1260149402,4,3.5,3,strictly4DK,Irish Pale Ale,2.5,3.5,Leffe Blonde,6.6,2137
240,Murphy Brewery Ireland Limited,1260982170,3,4,4,StrictlyStout,Irish Dry Stout,3,3.5,Murphy's Irish Stout,4,703
253,Casco Bay Brewing Co.,1310176768,2,2,3,Stringth,Irish Red Ale,3,1.5,Casco Bay RipTide Red Ale,5.4,714
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1249022818,4.5,3,3,Strix,Irish Lager,3.5,4,Dos Equis Amber Lager,4.5,171
73,Great Lakes Brewing Company,1246917804,4.5,4,4,Strix,Irish Lager,4,4,Great Lakes Eliot Ness,6.2,229
35,Boston Beer Company (Samuel Adams),1196400050,4,4,4,Strix,Irish Lager,4,4,Samuel Adams Boston Lager,4.9,104
37,Brasserie d'Orval S.A.,1195276910,3.5,4,4,Strix,Irish Pale Ale,3.5,3,Orval Trappist Ale,6.9,129
192,New Belgium Brewing,1207111130,3.5,3.5,4,Strix,Irish Pale Ale,4,3.5,Springboard,6.2,34717
590,New Glarus Brewing Company,1190429653,3.5,3.5,3,Strix,Irish Cream Ale,3,4,Spotted Cow,4.8,1963
2372,Terrapin Beer Company,1238301939,3,3,3,Strix,Irish Cream Ale,3,3.5,Terrapin Golden Ale,5,9777
423,Boulevard Brewing Co.,1201574260,3,3.5,3.5,Strix,Irish Dry Stout,3,3.5,Dry Stout,5.2,3277
590,New Glarus Brewing Company,1243274949,3,3.5,3.5,Strix,Irish Pale Ale,3.5,3.5,Stone Soup,5.3,35281
206,Hook & Ladder Brewing Company (No. 2),1226977202,4,4,4,Stro23m,Irish Red Ale,3,4.5,Hook & Ladder Pipe & Drum Irish Ale,5.1,45968
35,Boston Beer Company (Samuel Adams),1106961899,4.5,4,4.5,stryker512,Irish Lager,4.5,4,Samuel Adams Boston Lager,4.9,104
17282,Good People Brewing Company,1243872868,4,4,4,StuartCarter,Irish Pale Ale,4,4,Hawg Wash Irish Pale Ale,4.75,50061
73,Great Lakes Brewing Company,1120868952,5,4.5,4,Stubbie1,Irish Lager,4,4.5,Great Lakes Eliot Ness,6.2,229
42,Brewery Ommegang,1082292429,4.5,4.5,4,Stubbie1,Irish Pale Ale,4,4.5,Rare Vos (Amber Ale),6.5,593
696,Thomas Hooker Brewing Company,1153620393,4,3.5,4,Stubbie1,Irish Cream Ale,3,3.5,Thomas Hooker Blonde Ale,5.1,9801
35,Boston Beer Company (Samuel Adams),1046419531,4,3,3.5,Stubbie1,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,4.9,104
470,Abbaye de Leffe S.A.,1075777445,4,3.5,4,Stubbie1,Irish Pale Ale,3.5,3.5,Leffe Blonde,6.6,2137
132,Rogue Ales,1064707611,4,3.5,3.5,Stubbie1,Irish Cream Ale,4,3.5,Honey Irish Cream Ale,5.5,365
99,Matt Brewing Company,1134844799,2,2.5,2.5,Stubbie1,Irish Pale Ale,3,2,Saranac Belgian Ale,5.9,26617
35,Boston Beer Company (Samuel Adams),1223499413,5,4,3.5,stuckonhops,Irish Lager,3.5,4,Samuel Adams Boston Lager,4.9,104
37,Brasserie d'Orval S.A.,1086567684,4.5,5,4.5,studentofbeer,Irish Pale Ale,4.5,5,Orval Trappist Ale,6.9,129
240,Murphy Brewery Ireland Limited,1111539545,3.5,3,3.5,studentofbeer,Irish Red Ale,4,3,Murphy's Irish Red Beer,5,913
37,Brasserie d'Orval S.A.,1223665453,4.5,5,4.5,stulowitz,Irish Pale Ale,4.5,5,Orval Trappist Ale,6.9,129
4748,Viking Brewery - Vifilfell Ltd.,1232365839,4,4,4,stulowitz,Irish Extra Stout,3.5,3.5,Víking Stout,5.8,46288
18149,The Lost Abbey,1232366079,4,4.5,3.5,stulowitz,Irish Pale Ale,3.5,4,Devotion Ale,6.25,36539
184,Bierbrouwerij De Koningshoeven B.V.,1228161449,3.5,4,4,stulowitz,Irish Pale Ale,3.5,4,La Trappe Blond (Koningshoeven / Dominus),6.5,590
739,Brouwerij De Ranke,1220279074,5,4.5,5,stumac,Irish Pale Ale,5,5,Cuvée De Ranke,7,42805
423,Boulevard Brewing Co.,1237663346,5,3.5,3.5,stumac,Irish Dry Stout,4,4,Dry Stout,5.2,3277
470,Abbaye de Leffe S.A.,1233124480,4.5,4,4,stumac,Irish Pale Ale,3.5,4.5,Leffe Blonde,6.6,2137
13307,Mikkeller ApS,1238624087,4,4,4,stumac,Irish Pale Ale,4.5,4.5,It's Alright!,4.5,47562
646,Carlow Brewing Company,1223999878,3.5,3.5,3.5,stumac,Irish Dry Stout,3.5,3.5,O'Hara's Irish Stout,4.3,1751
646,Carlow Brewing Company,1224001003,3,2.5,3.5,stumac,Irish Red Ale,3,3,O'Hara's Irish Red,4.3,22181
48,Brouwerij Van Steenberge N.V.,1221148961,3,3,4,stumac,Irish Pale Ale,3.5,3.5,Bière Du Boucanier Red,7,20237
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1233901758,5,3.5,4,Stunner97,Irish Lager,3,3.5,Dos Equis Amber Lager,4.5,171
470,Abbaye de Leffe S.A.,1249269510,5,4,5,Stunner97,Irish Pale Ale,4.5,4,Leffe Blonde,6.6,2137
35,Boston Beer Company (Samuel Adams),1239907001,5,3.5,4.5,Stunner97,Irish Lager,4,4.5,Samuel Adams Boston Lager,4.9,104
12959,Captain Lawrence Brewing Co.,1300296559,4.5,4,4,Stunner97,Irish Pale Ale,3.5,4,Liquid Gold,6,28179
37,Brasserie d'Orval S.A.,1268704075,4,4,5,Stunner97,Irish Pale Ale,3.5,4,Orval Trappist Ale,6.9,129
392,Weyerbacher Brewing Co.,1314321834,3.5,4.5,4,Stunner97,Irish Pale Ale,4,3.5,Verboten,5.9,58482
35,Boston Beer Company (Samuel Adams),1236138366,3,3.5,4,Stunner97,Irish Red Ale,3,2,Samuel Adams Irish Red,5.8,38365
889,Brouwerij Palm NV,1298941023,2.5,3,3.5,Stunner97,Irish Pale Ale,3,3.5,Palm / Palm Speciale,5.4,2823
35,Boston Beer Company (Samuel Adams),1184792285,4,4.5,5,SturmWolf,Irish Lager,4,3.5,Samuel Adams Boston Lager,4.9,104
10607,Sixpoint Brewery,1324094988,4.5,4,4,stxSS07,Irish Cream Ale,4.5,4,Sweet Action,5.2,22193
1549,Goose Island Beer Co.,1301601958,4,3.5,4,stxSS07,Irish Pale Ale,4,3.5,Demolition,7.2,49003
240,Murphy Brewery Ireland Limited,1144553954,4.5,3.5,4.5,styrene,Irish Dry Stout,4,4,Murphy's Irish Stout,4,703
35,Boston Beer Company (Samuel Adams),1211908746,5,4,5,subie1011,Irish Lager,4.5,4.5,Samuel Adams Boston Lager,4.9,104
35,Boston Beer Company (Samuel Adams),1213994068,4,4,4,subie1011,Irish Red Ale,3.5,4,Samuel Adams Irish Red,5.8,38365
11207,Maui Brewing Co. (Brewpub),1308557158,4.5,3.5,3,SubpoenaDeuces,Irish Cream Ale,5,3,Par Four Irish Cream Ale,4.6,70201
932,Hale's Ales Brewery & Pub,1144135018,5,3.5,4.5,SubPop77,Irish Cream Ale,5,4,Hale's Irish Cream Ale,4.9,2988
37,Brasserie d'Orval S.A.,1162179502,3.5,3,4,SudNut,Irish Pale Ale,4,4,Orval Trappist Ale,6.9,129
35,Boston Beer Company (Samuel Adams),1020604684,4.5,4,3.5,Suds,Irish Lager,4,3.5,Samuel Adams Boston Lager,4.9,104
30,Avery Brewing Company,1136173602,4.5,4.5,4.5,Suds,Irish Dry Stout,4.5,4,Out Of Bounds Stout,6.3,1830
42,Brewery Ommegang,1036263224,4.5,3.5,4.5,Suds,Irish Pale Ale,4.5,4,Rare Vos (Amber Ale),6.5,593
132,Rogue Ales,1072660547,4,3.5,3,Suds,Irish Cream Ale,3.5,3.5,Honey Irish Cream Ale,5.5,365
73,Great Lakes Brewing Company,1289701364,4,4,3.5,Suds,Irish Lager,3.5,4,Great Lakes Eliot Ness,6.2,229
160,Wychwood Brewery Company Ltd,1187505326,4,4,4,Suds,Irish Extra Stout,4,4,Black Wych,5,6525
2298,Hop Back Brewery plc,1076117573,4,4,3.5,Suds,Irish Extra Stout,4,3.5,Hopback Entire Stout,4.5,5788
470,Abbaye de Leffe S.A.,1182017981,4,3.5,3.5,Suds,Irish Pale Ale,4,4,Leffe Blonde,6.6,2137
1675,Birrificio Le Baladin,1245524090,4,4,2.5,Suds,Irish Pale Ale,3.5,4,Open Baladin,7.5,50591
22,Unibroue,1067687657,4,4,3,Suds,Irish Pale Ale,3.5,4,Raftman,5.5,793
37,Brasserie d'Orval S.A.,1038139491,4,5,4,Suds,Irish Pale Ale,4,4.5,Orval Trappist Ale,6.9,129
16043,Birrificio Del Ducato,1241120718,4,4.5,4,Suds,Irish Dry Stout,3.5,4.5,Sally Brown,4.8,49498
1675,Birrificio Le Baladin,1240513729,4,3.5,3.5,Suds,Irish Pale Ale,4,4,Lurisia Sei,5.2,32377
725,Brouwerij Haacht NV,1183756981,4,3.5,3.5,Suds,Irish Pale Ale,3,3.5,Tongerlo 6 Dubbel Blond,6,22448
183,Brouwerij Sterkens N.V.,1184013252,4,3.5,3.5,Suds,Irish Pale Ale,4.5,4,St. Denise,7.6,37613
99,Matt Brewing Company,1262557854,4,3.5,3,Suds,Irish Lager,4,4,Saranac Winter Lager,5.9,53199
2243,The Porterhouse Brewing Company,1298689925,3.5,3,3.5,Suds,Irish Dry Stout,3.5,3.5,Oyster Stout,5.2,5686
665,Smithwick's Brewery / Irish Ale Breweries Ltd,1178393677,3.5,3.5,4.5,Suds,Irish Red Ale,4,3.5,Kilkenny Irish Irish Cream Ale,4.3,3628
4663,Brasserie Artisanale De Rullés SPRL,1242159733,3.5,3,4,Suds,Irish Pale Ale,3,3.5,La Rullés Estivale (Bière De Gaume),5.2,29125
14662,Birrificio L'Olmaia,1243016848,3.5,3.5,3.5,Suds,Irish Extra Stout,3.5,4,BK,6,36968
764,Blue Point Brewing Company,1138068255,3.5,3.5,3.5,Suds,Irish Lager,3,3.5,Blue Point Toasted Lager,5.3,2318
14492,Almond '22,1242329339,3.5,3.5,2.5,Suds,Irish Pale Ale,3.5,4,Farrotta,5.8,34444
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1105908158,3.5,4,3.5,Suds,Irish Lager,3,4,Dos Equis Amber Lager,4.5,171
2796,Brouwerij 't Gaverhopke,1241295697,3.5,3.5,3,Suds,Irish Pale Ale,4,3.5,Het Paasbier (Green Cap),8,27236
552,Scheldebrouwerij,1240685079,3.5,4,2.5,Suds,Irish Pale Ale,4,3.5,Mug Bitter,5,29681
99,Matt Brewing Company,1259177645,3.5,4,3.5,Suds,Irish Red Ale,3,3.5,Saranac Irish Red Ale,4.5,43835
99,Matt Brewing Company,1134334732,3.5,4,3.5,Suds,Irish Pale Ale,3.5,4,Saranac Belgian Ale,5.9,26617
322,Brouwerij Smisje,1161823390,3,4,3.5,Suds,Irish Pale Ale,3.5,3.5,'t Smisje Blond,6,26208
665,Smithwick's Brewery / Irish Ale Breweries Ltd,1113351367,3,3,4,Suds,Irish Red Ale,2.5,3,Smithwick's Ale,4.5,1822
99,Matt Brewing Company,1075672120,3,3,4,Suds,Irish Lager,3,2.5,Saranac Season's Best - Nut Brown Lager,5.3,2019
35,Boston Beer Company (Samuel Adams),1266103913,3,4,3.5,Suds,Irish Red Ale,4,4,Samuel Adams Irish Red,5.8,38365
126,Pete's Brewing Company,1105928202,3,3,3.5,Suds,Irish Cream Ale,3,3.5,Pete's Wicked Wanderlust Irish Cream Ale,5.6,19950
392,Weyerbacher Brewing Co.,1310087923,3,3,4,Suds,Irish Pale Ale,4,3,Verboten,5.9,58482
410,Pittsburgh Brewing Co.,1085183945,3,3,3,Suds,Irish Lager,2.5,3,Augustiner Lager,4.8,3416
4146,Karl Strauss Brewing Company,1134218183,3,3,3.5,Suds,Irish Lager,3,3.5,Karl Strauss Amber Lager,4.2,5087
13160,'t Hofbrouwerijke,1241177701,3,3,4,Suds,Irish Pale Ale,3.5,3.5,Hofnar,5,49512
