review_overall,review_aroma,review_appearance,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid,,review_average_weighted
4.5,3.5,4,Irish Dry Stout,3.5,4,Moylans Dragoons Dry Irish Stout,6.11,21789,,3.7
4,4,4.5,Irish Pale Ale,3.5,4,W'09 Belgian Style Ale,6.73,47265,,4
4,3,4,Irish Red Ale,4,4,Slane's Irish Ale,5.03,5525,,3.8
4,3.5,4.5,Irish Red Ale,4,4,Samuel Adams Irish Red,6.24,38365,,4
4,3,3.5,Irish Lager,3,3,Samuel Adams Boston Lager,4.38,104,,3.1
4,3,4,Irish Red Ale,3,3,Renewale - 2011,6.19,65234,,3.2
4,3.5,4,Irish Pale Ale,3,3.5,Ommegang BPA (Belgian-style Pale Ale),5.23,56875,,3.5
4,4,4.5,Irish Pale Ale,3,4,Devotion Ale,6.48,36539,,3.8
4,2.5,4.5,Irish Pale Ale,2.5,3,Blue Moon Pale Moon,4.6,42887,,3
3,3,3,Irish Lager,2.5,3,Michigan Lager,5.06,47655,,2.9
2.5,2.5,3,Irish Cream Ale,2.5,2.5,Henry Weinhard's Blue Boar Ale,5.91,2765,,2.6
4,4,4.5,Irish Pale Ale,4.5,3,Andelot Cuvee Euphorique,4.29,25356,,3.9
4,3.5,4,Irish Pale Ale,4,3.5,Leffe Blonde,6.75,2137,,3.7
5,4,4,Irish Extra Stout,4,4.5,Stout,5.25,41862,,4.2
3,4,4,Irish Lager,3,4.5,FireBrick,7.18,2032,,3.9
5,5,5,Irish Pale Ale,4,5,Taras Boulba,7.57,32846,,4.7
5,4,4,Irish Pale Ale,4,4,Dorée,5.34,1811,,4
5,4.5,5,Irish Pale Ale,4.5,4,Zinnebir,5.66,38705,,4.4
4.5,4.5,4.5,Irish Pale Ale,4.5,4.5,Orval Trappist Ale,5.26,129,,4.5
4.5,4.5,4,Irish Pale Ale,4.5,4.5,R&D Golden Ale,6.75,51187,,4.4
4.5,3,3.5,Irish Lager,3.5,3.5,Amber,5.17,5,,3.4
4.5,5,4.5,Irish Pale Ale,4,4.5,X-Mas Zinnebir,7.43,40001,,4.5
4,4,3.5,Irish Pale Ale,3.5,4,Eisenbahn S.A.P.A. (South American Pale Ale),7.53,33926,,3.8
3.5,3.5,3.5,Irish Red Ale,3.5,3.5,Samuel Adams Irish Red,5.85,38365,,3.5
3.5,4,4,Irish Dry Stout,3.5,3.5,O'Hara's Irish Stout,5.3,1751,,3.7
3.5,4,3,Irish Pale Ale,3.5,4,Gouyasse Tradition,5.89,9078,,3.7
3.5,3,3.5,Irish Red Ale,3.5,3.5,Elora Irish Ale,6.75,27597,,3.4
3.5,3.5,3.5,Irish Pale Ale,3.5,3.5,Devotion Ale,6,36539,,3.5
3.5,3.5,4,Irish Pale Ale,3.5,3,Confounded Mr. Sisyphus,7.58,50536,,3.4
3,3,3,Irish Extra Stout,3.5,3,Belhaven Scottish Stout,6.49,48194,,3.1
3,3.5,3.5,Irish Pale Ale,3,3,Dikke Mathile,6.9,17691,,3.2
3,3,3.5,Irish Pale Ale,3.5,3,Leffe Blonde,5.16,2137,,3.2
2.5,3,3.5,Irish Pale Ale,3.5,2.5,La Binchoise Blonde Tradition,6.18,7693,,3.1
2.5,2.5,3,Irish Cream Ale,3,2,Thomas Hooker Blonde Ale,6.04,9801,,2.6
4.5,4.5,4,Irish Pale Ale,4,4,Rare Vos (Amber Ale),5.4,593,,4.1
4,4.5,4,Irish Dry Stout,3.5,4.5,Dark Starr Stout,7.75,29995,,4.1
5,4.5,4,Irish Lager,4.5,4.5,Samuel Adams Boston Lager,6.64,104,,4.4
4.5,3,3.5,Irish Cream Ale,4,4.5,Genesee Irish Cream Ale,6.95,1376,,3.8
4.5,4,4,Irish Lager,4.5,4,Saranac Season's Best - Nut Brown Lager,6.54,2019,,4.1
4,4,4,Irish Red Ale,4,4,Samuel Adams Irish Red,7.01,38365,,4
5,4,3.5,Irish Pale Ale,4,4.5,Taras Boulba,6.9,32846,,4.1
4.5,4,4.5,Irish Dry Stout,4,4.5,Plain Porter,5.78,5682,,4.2
4.5,4,4.5,Irish Pale Ale,4,4.5,Rare Vos (Amber Ale),4.84,593,,4.2
4.5,4,4.5,Irish Lager,4.5,4,Great Lakes Eliot Ness,6.03,229,,4.2
4.5,3,4,Irish Pale Ale,3,3,Leffe Blonde,5.68,2137,,3.2
4,3.5,4,Irish Dry Stout,4,4,Murphy's Irish Stout,6.33,703,,3.9
4,3.5,3.5,Irish Red Ale,4,4,Smithwick's Ale,4.41,1822,,3.8
4,3,3.5,Irish Lager,3,3.5,Samuel Adams Boston Lager,4.09,104,,3.2
3.5,3,4,Irish Dry Stout,3,3.5,Out Of Bounds Stout,5.04,1830,,3.3
3.5,3,4,Irish Cream Ale,3.5,3,Terrapin Golden Ale,4.86,9777,,3.3
3.5,2.5,3,Irish Lager,3.5,3,Dos Equis Amber Lager,6.74,171,,3
2.5,2.5,3,Irish Lager,3,2.5,Ybor Gold Amber Lager,5.36,18290,,2.7
4,4,5,Irish Lager,4.5,4.5,Great Lakes Eliot Ness,4.9,229,,4.5
4.5,3.5,4,Irish Lager,4,3.5,Samuel Adams Boston Lager,7.45,104,,3.7
4,3.5,4,Irish Dry Stout,4,4,Out Of Bounds Stout,4.41,1830,,3.9
3.5,3.5,4,Irish Pale Ale,3.5,3,Karma,5.62,23042,,3.4
4.5,4,3,Irish Pale Ale,4,4,It's Alright!,4.84,47562,,3.8
4,3.5,4,Irish Red Ale,4.5,3.5,Kilgubbin Red Ale,6.26,2778,,3.9
4,4,4,Irish Pale Ale,3,4,Devotion Ale,5.34,36539,,3.7
5,4,4.5,Irish Pale Ale,4,4.5,Leffe Blonde,6.42,2137,,4.2
3,3.5,4,Irish Pale Ale,3.5,3,Orval Trappist Ale,3.57,129,,3.4
3,2.5,4,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,6.59,104,,3.4
5,4.5,5,Irish Pale Ale,5,4.5,Orval Trappist Ale,4.9,129,,4.7
4,3.5,4,Irish Red Ale,4,4,O'Hara's Irish Red,7.11,22181,,3.9
3.5,3,4,Irish Lager,3,3.5,Samuel Adams Boston Lager,5.23,104,,3.3
4,4.5,5,Irish Pale Ale,5,4,"Luciérnaga, The Firefly",8.02,20524,,4.6
4,3.5,3,Irish Pale Ale,4,4,La Gnomette,5.01,28392,,3.7
3.5,3,3,Irish Pale Ale,2.5,2.5,Saranac Belgian Ale,7.91,26617,,2.7
4.5,4.5,4,Irish Lager,4.5,4.5,Great Lakes Eliot Ness,6.17,229,,4.4
4,4,4.5,Irish Pale Ale,4,4,Orval Trappist Ale,4.12,129,,4.1
3.5,3.5,4,Irish Pale Ale,4,4,Noble Trappist Ale,4.27,73641,,3.9
3.5,4,4,Irish Pale Ale,3.5,3,La Cré Tonnerre,7.03,33328,,3.5
3.5,4,4,Irish Lager,3.5,3.5,FireBrick,6.61,2032,,3.7
3,2.5,3.5,Irish Red Ale,4,3,Murphy's Irish Red Beer,5.57,913,,3.3
5,4.5,4,Irish Pale Ale,4,3.5,Orval Trappist Ale,5.89,129,,4
4.5,3.5,4,Irish Cream Ale,4,4,Terrapin Golden Ale,6.79,9777,,3.9
4,4,4,Irish Red Ale,4,3.5,Harpoon Celtic Ale,5.41,47298,,3.8
3.5,3.5,4,Irish Red Ale,4,4,Samuel Adams Irish Red,6.66,38365,,3.9
3,2,3.5,Irish Lager,2,2.5,Samuel Adams Boston Lager,5.64,104,,2.4
5,4.5,5,Irish Pale Ale,4.5,5,Orval Trappist Ale,6.61,129,,4.7
5,4.5,5,Irish Pale Ale,4.5,5,"Luciérnaga, The Firefly",6.87,20524,,4.7
4.5,4.5,4.5,Irish Pale Ale,4.5,5,Ostalgia Blonde,3.74,34962,,4.7
4.5,4.5,5,Irish Pale Ale,4.5,4,Dernière Volonté,4.89,18272,,4.4
4,3.5,4,Irish Pale Ale,3.5,3.5,Bière Du Boucanier Red,5.89,20237,,3.6
4,3.5,3.5,Irish Pale Ale,3.5,3.5,Ambree Speciale,5.29,22327,,3.5
4,3.5,3.5,Irish Pale Ale,3.5,4,Alvinne Blond,6.16,12132,,3.7
4,3.5,3,Irish Pale Ale,3.5,4,Jan Van Gent,5.04,1687,,3.6
4,4,4,Irish Pale Ale,4,4,Hildegard Irish Pale Ale,6.3,73397,,4
4,4,4,Irish Pale Ale,4,4,Exit 6,6.96,59162,,4
4,4,4,Irish Pale Ale,4,4,La Trappe Blond (Koningshoeven / Dominus),4.77,590,,4
4,4,4,Irish Pale Ale,4,4,Noblesse,5.59,42461,,4
4,3.5,4,Irish Pale Ale,4,4,Struise Kloeke Blonde,4.99,34309,,3.9
4,4,4,Irish Pale Ale,4,4,St-Hubert,4.04,3525,,4
4,4,4,Irish Pale Ale,4,4,Petite Orval,4.92,1813,,4
4,4,4,Irish Pale Ale,4,4,Ommegang BPA (Belgian-style Pale Ale),7.42,56875,,4
4,3.5,3,Irish Pale Ale,4,4,Ultramour,6.36,9067,,3.7
4,4,4,Irish Pale Ale,3.5,4,Westmalle Trappist Extra,5.75,16658,,3.9
4,4,4,Irish Pale Ale,4,4,Verboten,3.63,58482,,4
3.5,4,3.5,Irish Lager,3.5,4,Great Lakes Eliot Ness,5.15,229,,3.8
3.5,3.5,3,Irish Pale Ale,3.5,3.5,Gouyasse Tradition,5.57,9078,,3.4
3.5,4,3.5,Irish Pale Ale,3.5,4,Fleur,4.27,50276,,3.8
3.5,3.5,4.5,Irish Extra Stout,3,3.5,Double Stout,4.88,7266,,3.5
3.5,3.5,3.5,Irish Pale Ale,3.5,3.5,Dorée,6.18,1811,,3.5
3.5,3.5,3.5,Irish Pale Ale,3.5,4,D'Ham Ambrée,7.54,39904,,3.7
3.5,3.5,3.5,Irish Pale Ale,3.5,3.5,La Rullés Estivale (Bière De Gaume),5.33,29125,,3.5
3.5,3.5,4,Irish Pale Ale,4,4,La Binchoise Blonde Tradition,6.44,7693,,3.9
3.5,3,4,Irish Red Ale,3,3,Kilkenny Irish Irish Cream Ale,5.54,3628,,3.2
3.5,3.5,3,Irish Pale Ale,3.5,3.5,Karma,6.32,23042,,3.4
3.5,4.5,4.5,Irish Pale Ale,3,3.5,It's Alright!,5.27,47562,,3.8
3.5,3.5,3.5,Irish Lager,3.5,3.5,HogsBack Vintage Lager,7.04,57344,,3.5
3.5,3.5,3.5,Irish Pale Ale,4,3.5,Devotion Ale,5.42,36539,,3.6
3.5,4,4,Irish Pale Ale,3.5,3.5,Den Grooten Tocht,6.08,52576,,3.7
3.5,3.5,3.5,Irish Pale Ale,3.5,3.5,Dépanneur Le Gobelet Ambrée,5.31,3919,,3.5
3.5,4,4,Irish Extra Stout,3.5,4,County Cork Stout,7.24,27805,,3.9
3.5,3.5,3.5,Irish Lager,3.5,3.5,Classic Vienna,7.09,25244,,3.5
3.5,3.5,3.5,Irish Extra Stout,3.5,3.5,Black Wych,6.43,6525,,3.5
3.5,3.5,4.5,Irish Pale Ale,3,3.5,Biolégère,3.93,17511,,3.5
3.5,3,3.5,Irish Pale Ale,3.5,3.5,Leffe Blonde,8.67,2137,,3.4
3.5,3.5,3.5,Irish Pale Ale,3.5,4,Zinnebir,4.84,38705,,3.7
3.5,3.5,3.5,Irish Pale Ale,3.5,3.5,Valeir Blond,7.14,57082,,3.5
3.5,4,3.5,Irish Pale Ale,3.5,3.5,Taras Boulba,6.72,32846,,3.6
3.5,3.5,4,Irish Pale Ale,3,3.5,'t Smisje Blond,6.53,26208,,3.5
3.5,3.5,3.5,Irish Extra Stout,3.5,4,Swordfish,7.05,48064,,3.7
3.5,3,3.5,Irish Pale Ale,3,3.5,Raftman,6.88,793,,3.2
3.5,3.5,3.5,Irish Extra Stout,3.5,3.5,Raasted Stout,6.58,33756,,3.5
3.5,3.5,3.5,Irish Pale Ale,3.5,3.5,Premier Baiser,4.79,40213,,3.5
3.5,3.5,3,Irish Dry Stout,4,3.5,O'Hara's Irish Stout,5.88,1751,,3.5
3.5,4.5,4.5,Irish Pale Ale,3,4,Morpheus Extra R.A.,5.45,64247,,3.9
3.5,3.5,3.5,Irish Pale Ale,3.5,3.5,Montagnarde Altitude 6,5.45,12397,,3.5
3.5,3.5,4.5,Irish Cream Ale,3,3.5,McAuslan Irish Cream Ale,6.71,14794,,3.5
3.5,3.5,3.5,Irish Extra Stout,3,3.5,Ma Nouère,5.97,33392,,3.4
3.5,3.5,4,Irish Pale Ale,3,3,Rare Vos (Amber Ale),4.91,593,,3.3
3.5,3.5,3.5,Irish Dry Stout,3.5,3.5,Stouterik,6.62,38707,,3.5
3.5,3,3.5,Irish Red Ale,3.5,3.5,Smithwick's Ale,5.5,1822,,3.4
3.5,3.5,3.5,Irish Pale Ale,3.5,3.5,Scheldebrouwerij Strandgaper,4.92,12964,,3.5
3.5,4,3.5,Irish Red Ale,3.5,4,Samuel Adams Irish Red,4.39,38365,,3.8
3.5,3.5,3.5,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,6.12,104,,3.5
3.5,3.5,4,Irish Dry Stout,3.5,3.5,Sally Brown,5.35,49498,,3.6
3.5,3.5,3.5,Irish Pale Ale,3.5,4,Rigor Mortis De Table,4.68,68091,,3.7
3,3,3,Irish Pale Ale,3,3.5,La Suroît,7.73,10023,,3.2
3,3,3,Irish Pale Ale,3,3,La Plantation Du Mai,4.25,52640,,3
3,3.5,3,Irish Pale Ale,3,3,L'Accommodante,5.94,43114,,3.1
3,3,3,Irish Lager,3,3.5,Dos Equis Amber Lager,5.88,171,,3.2
3,3,3,Irish Red Ale,3,3,Dungarvon Irish Red Ale,6.3,17987,,3
3,3,3,Irish Pale Ale,3,3,Hell's Belle,5.88,35470,,3
3,2.5,3,Irish Pale Ale,3,2.5,Hellekapelle,5.35,2578,,2.7
3,3,3,Irish Pale Ale,3,3,L'Hivern'Ale,5.37,64006,,3
3,3.5,2.5,Irish Dry Stout,3,3.5,Out Of Bounds Stout,4.6,1830,,3.2
3,3,3.5,Irish Red Ale,2.5,3,Paddy's Irish Red,6.23,8590,,3
3,3,3,Irish Pale Ale,3,3,Paradisiac,6.15,39764,,3
3,3,3,Irish Red Ale,3,3,O'Hara's Irish Red,5.88,22181,,3
3,3,3,Irish Pale Ale,3,3.5,No.926,6.3,41899,,3.2
3,3,3,Irish Cream Ale,3,3,Muskoka Irish Cream Ale,4.02,7994,,3
3,3,3.5,Irish Pale Ale,3.5,3,Mug Bitter,6.2,29681,,3.2
3,3,3,Irish Extra Stout,3,3.5,Martello Stout,5.24,25639,,3.2
3,3.5,3.5,Irish Extra Stout,3,3.5,L'Or Noir,6.94,36372,,3.4
3,3,3,Irish Pale Ale,3,3.5,Bruxelles Le Jour,4.3,52673,,3.2
3,2.5,3,Irish Pale Ale,3,2.5,Atlantic Au Pineau,5.02,36321,,2.7
3,3,3,Irish Pale Ale,3,3.5,Place Du Marché Blonde,6.17,33422,,3.2
3,3,3,Irish Pale Ale,2.5,2.5,Stone Soup,5.18,35281,,2.7
3,3,3.5,Irish Cream Ale,3,3.5,Terrapin Golden Ale,7.15,9777,,3.2
3,3,3,Irish Red Ale,3,3,Rousse,5.61,70616,,3
3,3,4.5,Irish Cream Ale,2,2.5,Spotted Cow,5.95,1963,,2.8
3,3,3,Irish Pale Ale,3,3,The Son,6.2,35091,,3
3,3,4.5,Irish Pale Ale,3,3,Ultra Ambrée 7%,4.57,37922,,3.3
2.5,2.5,4,Irish Pale Ale,2,2,Courlieu,5.68,47949,,2.5
2.5,2.5,3,Irish Lager,2.5,3,Blue Point Toasted Lager,6.51,2318,,2.7
2.5,2.5,4,Irish Pale Ale,2.5,2.5,Bruegel Amber Ale,6.07,1645,,2.8
2.5,2.5,2.5,Irish Pale Ale,2.5,2.5,Christoffel Werelds Winterbier,4.82,34579,,2.5
2.5,2.5,2.5,Irish Red Ale,2,2,Elora Irish Ale,6.22,27597,,2.2
2.5,2.5,2.5,Irish Red Ale,2.5,2.5,Irish Red Ale,6.26,13302,,2.5
2.5,3,4,Irish Pale Ale,2,2,Slaapmutske Blond,5.14,10569,,2.6
2.5,2.5,2.5,Irish Cream Ale,2,2.5,Taps Red Irish Cream Ale,5.48,30372,,2.4
2.5,2.5,2.5,Irish Cream Ale,2.5,2.5,Trafalgar Cedar Irish Cream Ale,5.51,48167,,2.5
2,2,3,Irish Red Ale,2,2,Trafalgar Malted Corpse,6.21,53158,,2.2
2,2,2,Irish Pale Ale,2,2.5,Parel,6.37,5895,,2.2
2,2.5,2.5,Irish Extra Stout,2,2.5,Complice 2009,6.93,55263,,2.4
1,1,2,Irish Pale Ale,1,1,Le Jos Monferrand,4.98,18988,,1.2
4.5,3.5,4,Irish Dry Stout,4,3.5,Murphy's Irish Stout,6.27,703,,3.7
4,4,3.5,Irish Cream Ale,4,4,Sweet Action,7.31,22193,,3.9
4,3.5,3.5,Irish Lager,4,4,Samuel Adams Boston Lager,4.96,104,,3.8
3.5,3.5,3.5,Irish Cream Ale,3.5,3.5,Thomas Hooker Blonde Ale,5.89,9801,,3.5
3.5,3.5,3.5,Irish Red Ale,3,3,Samuel Adams Irish Red,7.51,38365,,3.2
3,3,3.5,Irish Red Ale,3.5,3,Thomas Hooker Irish Style Red Ale,6.29,7492,,3.2
4.5,3.5,4,Irish Pale Ale,4,4,Leffe Blonde,5.63,2137,,3.9
4.5,3,3.5,Irish Lager,3.5,4,Dos Equis Amber Lager,6.45,171,,3.5
4.5,4,4.5,Irish Lager,4,5,Great Lakes Eliot Ness,5.82,229,,4.4
3.5,5,4,Irish Pale Ale,4,5,Orval Trappist Ale,8.98,129,,4.5
4,3,4.5,Irish Red Ale,3.5,4,McSorley's Irish Pale Ale,4.97,47166,,3.7
4.5,4.5,3.5,Irish Pale Ale,4,4.5,Black Diamond Free Style Belgian Blonde Ale,7.4,36003,,4.2
4,2.5,3,Irish Lager,3.5,4,Trader Joe's Vienna Style Lager,5.9,21674,,3.3
4,4,4.5,Irish Pale Ale,4,4.5,Orval Trappist Ale,5.93,129,,4.2
3.5,4,3,Irish Extra Stout,3,3.5,Asahi Black (Kuronama),5.21,3969,,3.4
4.5,4.5,3.5,Irish Pale Ale,4,4.5,Orval Trappist Ale,5.15,129,,4.2
4.5,3.5,4,Irish Lager,4,4,Amber,5.88,5,,3.9
4.5,3,4,Irish Lager,3,4,Samuel Adams Boston Lager,6.63,104,,3.5
4,3,4.5,Irish Dry Stout,3.5,3.5,Murphy's Irish Stout,5.89,703,,3.6
4,3,3,Irish Pale Ale,4,3,Karma,7.47,23042,,3.3
4,3.5,3.5,Irish Lager,4,3,Dos Equis Amber Lager,5.14,171,,3.5
4,4,3.5,Irish Pale Ale,4,4.5,Rare Vos (Amber Ale),6.27,593,,4.1
4,3.5,4.5,Irish Pale Ale,4,4,Porch Swing Single Ale,6.95,1916,,4
3.5,2.5,3.5,Irish Pale Ale,3,3,Loft,5.17,5170,,3
3,3,3,Irish Red Ale,3,3.5,Murphy's Irish Red Beer,5.32,913,,3.2
4,4,3.5,Irish Pale Ale,4.5,4.5,La Trappe Blond (Koningshoeven / Dominus),5.77,590,,4.2
4,4.5,4,Irish Pale Ale,3.5,4,Bière Du Boucanier Red,6.26,20237,,4
3.5,3.5,3.5,Irish Pale Ale,4,3.5,Bière Du Boucanier Caribbean Ale,5.83,66094,,3.6
4.5,3.5,4.5,Irish Pale Ale,4,4.5,Orval Trappist Ale,5.61,129,,4.1
4.5,3.5,3.5,Irish Pale Ale,4,4,Rare Vos (Amber Ale),6.84,593,,3.8
4,3.5,4,Irish Pale Ale,3,3.5,Old Dominion Spring Buck,5.75,40797,,3.5
4,2.5,4,Irish Pale Ale,4,4,Saint Druon De Sebourg (French Abbey Ale),5.31,7470,,3.7
3.5,4,4.5,Irish Dry Stout,3,3.5,O'Hara's Irish Stout,6.46,1751,,3.7
4,4,3.5,Irish Lager,4,3,Dos Equis Amber Lager,4.16,171,,3.6
4.5,4,4,Irish Lager,4,4.5,Samuel Adams Boston Lager,4.54,104,,4.2
4,3,4,Irish Red Ale,3.5,4.5,Roller Dam Red Ale,7.19,60384,,3.8
3,3.5,3.5,Irish Red Ale,4,3.5,Samuel Adams Irish Red,6.14,38365,,3.6
4,3.5,3.5,Irish Red Ale,4,3.5,Samuel Adams Irish Red,4.82,38365,,3.6
4,4,4,Irish Lager,4,4,Samuel Adams Boston Lager,3.58,104,,4
3.5,3.5,3.5,Irish Cream Ale,3.5,3.5,Summer Solstice Cerveza Crema,5.46,23506,,3.5
3.5,3,2.5,Irish Lager,3.5,3.5,Dos Equis Amber Lager,4.97,171,,3.2
4,4.5,5,Irish Pale Ale,4,4.5,Orval Trappist Ale,6.88,129,,4.5
3.5,3.5,3,Irish Dry Stout,3,3.5,Out Of Bounds Stout,4.72,1830,,3.3
3.5,4,4.5,Irish Pale Ale,4,3.5,Leffe Blonde,7.35,2137,,3.9
4.5,4,3.5,Irish Pale Ale,4,4,Blonde,6.53,65664,,3.9
4.5,4,5,Irish Pale Ale,4,4,La Rullés Estivale (Bière De Gaume),5.55,29125,,4.2
3,4,4,Irish Dry Stout,3,3,O'Hara's Irish Stout,5.62,1751,,3.4
3,3.5,4,Irish Pale Ale,3,3.5,Orval Trappist Ale,6.05,129,,3.5
4,4,3.5,Irish Cream Ale,4.5,4,Summer Solstice Cerveza Crema,5.37,23506,,4
1.5,1.5,3.5,Irish Lager,2,1.5,Victoria,5.49,6508,,2
4,3,3.5,Irish Cream Ale,3.5,3,Cadian Irish Cream Ale,7.09,13063,,3.2
4,4,4,Irish Red Ale,3.5,4,Irish Red Ale,5.16,13302,,3.9
4,3,3,Irish Pale Ale,3.5,3.5,Leffe Blonde,7.98,2137,,3.3
4,3,3.5,Irish Cream Ale,4,3.5,McAuslan Irish Cream Ale,5.64,14794,,3.5
3,2.5,4,Irish Red Ale,3,3,Kilkenny Irish Irish Cream Ale,5.09,3628,,3.1
3.5,3,4.5,Irish Pale Ale,5,4.5,Leffe Blonde,5.3,2137,,4.3
2,4,3.5,Irish Red Ale,2,3,Kilkenny Irish Irish Cream Ale,6.04,3628,,3
1.5,2.5,4,Irish Red Ale,1,4,Caffrey's Irish Ale,5.61,825,,2.8
4.5,4.5,4.5,Irish Pale Ale,4,4,Orval Trappist Ale,4.84,129,,4.2
4.5,4,4,Irish Lager,4.5,4.5,Samuel Adams Boston Lager,6.96,104,,4.3
4,4,4,Irish Dry Stout,4,4,Moylans Dragoons Dry Irish Stout,6.32,21789,,4
4,3.5,4,Irish Dry Stout,3,3.5,Dry Stout,5.41,3277,,3.5
5,5,5,Irish Lager,5,3.5,Samuel Adams Boston Lager,5.42,104,,4.5
4.5,4,4,Irish Pale Ale,3.5,4,Flat Earth Belgian-Style Pale Ale,5.98,35339,,3.9
4,5,4.5,Irish Pale Ale,4.5,4.5,Orval Trappist Ale,6.1,129,,4.6
3.5,3,3,Irish Lager,3,3,Dos Equis Amber Lager,4.85,171,,3
4.5,3.5,4.5,Irish Lager,3.5,4,Great Lakes Eliot Ness,6.05,229,,3.8
4,4.5,4,Irish Pale Ale,3.5,4.5,Orval Trappist Ale,6.28,129,,4.1
3.5,3.5,4,Irish Red Ale,3,3,Renewale - 2011,6.42,65234,,3.3
5,4,5,Irish Pale Ale,4.5,4.5,Dernière Volonté,7.27,18272,,4.5
5,4,4.5,Irish Pale Ale,4,4.5,R&D Golden Ale,6.31,51187,,4.2
5,3,5,Irish Red Ale,5,4,Murphy's Irish Red Beer,4.53,913,,4.2
4.5,5,4.5,Irish Pale Ale,3.5,4.5,Devotion Ale,5.35,36539,,4.3
4.5,3.5,3.5,Irish Red Ale,3.5,3.5,Great Lakes Conway's Irish Ale,6.79,5096,,3.5
4.5,4,4.5,Irish Pale Ale,4,4.5,Ommegang BPA (Belgian-style Pale Ale),5.12,56875,,4.2
4.5,4,4.5,Irish Lager,4.5,4,Great Lakes Eliot Ness,6.69,229,,4.2
4.5,3.5,4.5,Irish Red Ale,4,4,Harpoon Celtic Ale,6.34,47298,,4
4,4,4,Irish Dry Stout,3.5,4,Out Of Bounds Stout,7.59,1830,,3.9
4,4,4.5,Irish Pale Ale,4,4,"Luciérnaga, The Firefly",5.34,20524,,4.1
4,4,4.5,Irish Pale Ale,4,4,Leffe Blonde,6.38,2137,,4.1
4,4.5,3.5,Irish Pale Ale,3.5,4,Rare Vos (Amber Ale),5.75,593,,3.9
4,4,4.5,Irish Red Ale,5,4,Station 33 Firehouse Red,5.05,23052,,4.4
4,3,3,Irish Lager,3,3,Samuel Adams Boston Lager,4.34,104,,3
3.5,2.5,3,Irish Lager,3,3,Dos Equis Amber Lager,1.96,171,,2.9
3.5,3.5,3.5,Irish Pale Ale,3.5,3.5,Frame Straightener,6.7,40501,,3.5
3.5,2.5,3,Irish Cream Ale,3.5,2.5,Pete's Wicked Wanderlust Irish Cream Ale,4.46,19950,,2.9
3.5,3.5,4.5,Irish Pale Ale,3.5,4,Orval Trappist Ale,3.48,129,,3.8
3.5,2.5,4,Irish Red Ale,4,3,O'Hara's Irish Red,5.57,22181,,3.3
3.5,3.5,4.5,Irish Pale Ale,4.5,3,Verboten,5.01,58482,,3.8
3.5,4,3.5,Irish Pale Ale,3.5,3,Stone Soup,7.45,35281,,3.5
3,3.5,3.5,Irish Extra Stout,3.5,3.5,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),5.7,55547,,3.5
3,2.5,2.5,Irish Lager,2.5,2.5,Augustiner Lager,6.13,3416,,2.5
3,3.5,3.5,Irish Lager,3.5,3,Blue Point Toasted Lager,6.75,2318,,3.3
3.5,4,4,Irish Extra Stout,3.5,3.5,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),5.71,55547,,3.7
3.5,4,4,Irish Pale Ale,3.5,3.5,Harpoon Irish Pale Ale,6.6,33976,,3.7
3.5,4,5,Irish Pale Ale,4,4,Leffe Blonde,6.26,2137,,4.2
5,4,3,Irish Pale Ale,4,4.5,La Libertine,5.74,63350,,4
4.5,5,3.5,Irish Pale Ale,3.5,3.5,It's Alright!,6.49,47562,,3.8
4,3.5,5,Irish Pale Ale,4,4,Orval Trappist Ale,6,129,,4.1
4,3.5,4,Irish Lager,3.5,4,Blue Point Toasted Lager,6.06,2318,,3.7
4,4,4,Irish Red Ale,4,4,Red Trolley Ale,7.08,6428,,4
5,4,4,Irish Cream Ale,5,4.5,Summer Solstice Cerveza Crema,5.83,23506,,4.4
4.5,3.5,3.5,Irish Pale Ale,4,4,Bruegel Amber Ale,5.84,1645,,3.8
3.5,2,3,Irish Pale Ale,3,2.5,Loft,7.03,5170,,2.6
2,3.5,2.5,Irish Red Ale,2,1.5,Jack Russell Irish Red Ale,5.55,8828,,2.3
2,3,2,Irish Pale Ale,2,2,Leffe Blonde,7.32,2137,,2.2
4.5,4,5,Irish Dry Stout,4,4.5,O'Hara's Irish Stout,6.24,1751,,4.3
4.5,3.5,4,Irish Lager,4,4,Samuel Adams Boston Lager,4.06,104,,3.9
4.5,4,4.5,Irish Dry Stout,4.5,4,Saranac Irish Stout,4.63,55183,,4.2
4.5,4,4,Irish Cream Ale,4,4.5,Sweet Action,4,22193,,4.2
4.5,4.5,4.5,Irish Dry Stout,4.5,4.5,Irish Rye Stout,6.24,36735,,4.5
4.5,4,4,Irish Dry Stout,4.5,4,Irish Dry Stout,6.28,62531,,4.1
4.5,4.5,4,Irish Red Ale,4.5,4.5,Newport Storm Spring Ale,6.28,4068,,4.4
4.5,4.5,4,Irish Extra Stout,4.5,4.5,Blackheart Stout,6.58,3657,,4.4
4.5,4,4,Irish Cream Ale,4,4,Brady's Bay Irish Cream Ale,7.69,62951,,4
4.5,4,4,Irish Dry Stout,4.5,5,Gotham Stout,4.77,40583,,4.5
4.5,4,4.5,Irish Dry Stout,4.5,4.5,Black Biddy,6.5,1761,,4.4
